order,batch_id,mount,bortle,telescope,session_date,filter,exposure,file_path,ra,dec
1848,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-204323.fit,10.575,40.645
1849,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-204455.fit,10.975005,40.645278
1850,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-204556.fit,10.962495,40.648611
1851,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-204827.fit,12.100005,41.816389
1852,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205034.fit,12.12084,42.117222
1853,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-204904.fit,12.100005,41.816389
1854,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205202.fit,11.69166,42.420833
1855,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205238.fit,11.69166,42.420833
1856,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205406.fit,11.299995,42.3975
1857,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205334.fit,11.299995,42.3975
1858,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205507.fit,10.900005,42.393333
1859,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205648.fit,9.25833,41.029167
1860,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205912.fit,10.62084,40.359444
1861,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205817.fit,9.429165,40.896944
1862,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-205739.fit,9.429165,40.896944
1863,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210118.fit,10.58334,40.353333
1864,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210044.fit,10.58334,40.353333
1865,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210221.fit,12.62916,41.966389
1866,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210347.fit,12.49584,42.125556
1867,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210519.fit,11.233335,42.726667
1868,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210624.fit,11.32083,42.680556
1869,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210652.fit,11.32083,42.680556
1870,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210754.fit,10.50417,41.501389
1871,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210926.fit,10.549995,41.508056
1872,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-210855.fit,10.549995,41.508056
1873,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211027.fit,10.56666,41.206389
1874,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211128.fit,10.558335,41.225278
1875,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211159.fit,10.558335,41.225278
1876,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211300.fit,10.975005,41.226389
1877,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211402.fit,10.94583,41.231111
1878,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211432.fit,10.94583,41.231111
1879,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211535.fit,11.36667,41.230833
1880,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211635.fit,11.33334,41.234444
1881,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211807.fit,11.337495,41.5375
1882,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-211908.fit,11.32917,41.525833
1883,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-212141.fit,11.33334,41.818889
1884,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-212344.fit,11.32917,41.811111
1885,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-212445.fit,11.32083,41.812778
1886,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-212617.fit,11.325,41.811111
1887,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-212546.fit,11.325,41.811111
1888,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-212749.fit,10.90833,41.812778
1889,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-212921.fit,10.525005,41.809167
1890,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-212820.fit,10.90833,41.812778
1891,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-213052.fit,10.150005,41.8025
1892,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-213123.fit,10.150005,41.8025
1893,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-213255.fit,10.17084,41.492222
1894,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-213427.fit,10.17084,41.196944
1895,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-213701.fit,10.179165,40.925556
1896,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-213731.fit,10.179165,40.925556
1897,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-213833.fit,10.587495,40.930833
1898,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-213903.fit,10.587495,40.930833
1899,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214409.fit,11.77083,41.2525
1900,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214005.fit,10.97916,40.936389
1901,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214035.fit,10.97916,40.936389
1902,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214136.fit,11.379165,40.939722
1903,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214511.fit,11.72916,41.25
1904,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214308.fit,11.337495,40.9425
1905,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214541.fit,11.72916,41.25
1906,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214744.fit,11.720835,41.524722
1907,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214643.fit,11.72916,41.541944
1908,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-214916.fit,11.720835,41.524444
1909,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-215017.fit,11.720835,41.523056
1910,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-215321.fit,11.720835,41.523611
1911,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-215220.fit,11.720835,41.523889
1912,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-215524.fit,11.72916,41.835833
1913,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-215423.fit,11.716665,41.525278
1914,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-215857.fit,11.716665,42.104444
1915,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-215625.fit,11.720835,41.828333
1916,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-215801.fit,11.720835,42.133611
1917,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-215656.fit,11.720835,41.828333
1918,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-220004.fit,11.716665,42.103056
1919,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-220132.fit,11.299995,42.106944
1920,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-220202.fit,11.299995,42.106944
1921,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-220304.fit,10.9125,42.101944
1922,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-220405.fit,10.937505,42.097778
1923,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-220436.fit,10.937505,42.097778
1924,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-220840.fit,9.799995,41.209444
1925,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-220742.fit,9.700005,41.205278
1926,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-220915.fit,9.799995,41.209444
1927,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221046.fit,9.79584,40.905833
1928,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221012.fit,9.79584,40.905833
1929,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221145.fit,10.216665,40.626389
1930,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221348.fit,10.19166,40.639167
1931,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221418.fit,10.19166,40.639167
1932,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221621.fit,10.595835,40.641944
1933,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221550.fit,10.600005,40.641944
1934,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221753.fit,10.97916,40.646389
1935,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221823.fit,10.97916,40.646389
1936,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-222234.fit,12.129165,41.825
1937,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-221932.fit,12.204165,41.793611
1938,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-222501.fit,11.7,42.408611
1939,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-222328.fit,12.1125,42.123889
1940,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-222536.fit,11.7,42.408611
1941,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-222405.fit,12.1125,42.123889
1942,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-222806.fit,11.31666,42.4075
1943,S50_499f4e4a_2025-11-17_IRCUT,EQ,Unknown,S50_499f4e4a,2025-11-17,IRCUT,30.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_mosaic_M 31_30.0s_IRCUT_20251117-222938.fit,10.90416,42.393611
