order,batch_id,mount,bortle,telescope,session_date,filter,exposure,file_path,ra,dec
322,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224352.fit,11.087505,40.497778
323,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224421.fit,11.087505,40.497778
324,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224442.fit,11.087505,40.497778
325,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224503.fit,11.087505,40.497778
326,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224524.fit,11.087505,40.497778
327,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224545.fit,11.087505,40.497778
328,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224614.fit,11.087505,40.497778
329,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224634.fit,11.087505,40.497778
330,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224656.fit,11.087505,40.497778
331,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224717.fit,11.087505,40.497778
332,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224738.fit,11.087505,40.497778
333,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224804.fit,11.087505,40.497778
334,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224825.fit,11.087505,40.497778
335,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224846.fit,11.087505,40.497778
336,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224907.fit,11.087505,40.497778
337,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224928.fit,11.087505,40.497778
338,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-224955.fit,11.087505,40.497778
339,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225016.fit,11.087505,40.497778
340,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225037.fit,11.087505,40.497778
341,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225228.fit,11.087505,40.497778
342,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225249.fit,11.087505,40.497778
343,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225310.fit,11.087505,40.497778
344,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225338.fit,11.087505,40.497778
345,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225359.fit,11.087505,40.497778
346,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225420.fit,11.087505,40.497778
347,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225441.fit,11.087505,40.497778
348,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225502.fit,11.087505,40.497778
349,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225531.fit,11.087505,40.497778
350,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225613.fit,11.087505,40.497778
351,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225552.fit,11.087505,40.497778
352,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225634.fit,11.087505,40.497778
353,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225655.fit,11.087505,40.497778
354,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225722.fit,11.087505,40.497778
355,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225743.fit,11.087505,40.497778
356,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225804.fit,11.087505,40.497778
357,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225825.fit,11.087505,40.497778
358,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-225956.fit,11.087505,40.497778
359,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230018.fit,11.087505,40.497778
360,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230039.fit,11.087505,40.497778
361,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230105.fit,11.087505,40.497778
362,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230208.fit,11.087505,40.497778
363,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230229.fit,11.087505,40.497778
364,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230258.fit,11.087505,40.497778
365,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230319.fit,11.087505,40.497778
366,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230340.fit,11.087505,40.497778
367,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230401.fit,11.087505,40.497778
368,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230422.fit,11.087505,40.497778
369,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230451.fit,11.087505,40.497778
370,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230512.fit,11.087505,40.497778
371,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230533.fit,11.087505,40.497778
372,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230554.fit,11.087505,40.497778
373,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230615.fit,11.087505,40.497778
374,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230642.fit,11.087505,40.497778
375,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230703.fit,11.087505,40.497778
376,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230724.fit,11.087505,40.497778
377,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230745.fit,11.087505,40.497778
378,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230806.fit,11.087505,40.497778
379,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230855.fit,11.087505,40.497778
380,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230916.fit,11.087505,40.497778
381,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230938.fit,11.087505,40.497778
382,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-230959.fit,11.087505,40.497778
383,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231045.fit,11.93334,41.033889
384,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231106.fit,11.93334,41.033889
385,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231127.fit,11.93334,41.033889
386,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231147.fit,11.93334,41.033889
387,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231236.fit,11.937495,41.034444
388,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231257.fit,11.937495,41.034444
389,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231318.fit,11.937495,41.034444
390,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231339.fit,11.937495,41.034444
391,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231400.fit,11.937495,41.034444
392,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231510.fit,11.937495,41.034444
393,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231531.fit,11.937495,41.034444
394,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231552.fit,11.937495,41.034444
395,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231622.fit,11.937495,41.034444
396,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231643.fit,11.937495,41.034444
397,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231704.fit,11.937495,41.034444
398,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231725.fit,11.937495,41.034444
399,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231746.fit,11.937495,41.034444
400,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231814.fit,11.937495,41.034444
401,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231835.fit,11.937495,41.034444
402,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231856.fit,11.937495,41.034444
403,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231917.fit,11.937495,41.034444
404,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-231938.fit,11.937495,41.034444
405,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232008.fit,11.937495,41.034444
406,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232029.fit,11.937495,41.034444
407,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232050.fit,11.937495,41.034444
408,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232111.fit,11.937495,41.034444
409,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232132.fit,11.937495,41.034444
410,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232200.fit,11.937495,41.034444
411,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232221.fit,11.937495,41.034444
412,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232242.fit,11.937495,41.034444
413,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232304.fit,11.937495,41.034444
414,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232325.fit,11.937495,41.034444
415,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232353.fit,11.937495,41.034444
416,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232413.fit,11.937495,41.034444
417,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232435.fit,11.937495,41.034444
418,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232517.fit,11.937495,41.034444
419,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232607.fit,11.937495,41.034444
420,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232546.fit,11.937495,41.034444
421,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232628.fit,11.937495,41.034444
422,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-232649.fit,11.937495,41.034444
